Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Bathyplotes Gourdoni,1,0,0,15,15,0.0,0.4539,0.0005
Bathyplotes Bongraini,1,0,0,15,15,0.0,0.4539,0.0005
Scotoplanes Globosa,1,0,0,15,15,0.0,0.4539,0.0005
Molpadia Musculus,1,0,0,15,15,0.0,0.4539,0.0005
Ypsilocucumis Turricata,1,0,0,15,15,0.0,0.4539,0.0005
Psolidium Incertum,1,0,0,15,15,0.0,0.4539,0.0005
Trachythyone Parva,1,0,0,15,15,0.0,0.4539,0.0005
Laetmogone Wyvillethompsoni,1,0,0,15,15,0.0,0.4539,0.0005
Pseudostichopus Mollis,1,0,0,15,15,0.0,0.4539,0.0005
Pseudostichopus Villosus,1,0,0,15,15,0.0,0.4539,0.0005
Elpidia Glacialis,1,0,0,15,15,0.0,0.4539,0.0005
Chiridota Weddellensis,1,0,0,15,15,0.0,0.4539,0.0005
Ekmocucumis Steineni,1,0,0,15,15,0.0,0.4539,0.0005
Ekmocucumis Turqueti,1,0,0,15,15,0.0,0.4539,0.0005
Abyssocucumis Liouvillei,1,0,0,15,15,0.0,0.4539,0.0005
Psolus Dubiosus,1,0,0,15,15,0.0,0.4539,0.0005
Psolus Charcoti,1,0,0,15,15,0.0,0.4539,0.0005
Psolus Antarcticus,1,0,0,15,15,0.0,0.4539,0.0005
Echinopsolus Acanthocola,1,0,0,15,15,0.0,0.4539,0.0005
Ekmocucumis Turqueti Turqueti,1,0,0,15,15,0.0,0.4539,0.0005
Taeniogyrus Contortus,1,0,0,19,19,0.0,0.456,0.0005
Pareledone Charcoti,1,0,75,7,82,352.98,0.539,0.0101
Pareledone Antarctica,1,0,98,7,105,441.56,0.5534,0.0121
Artedidraco Orianae,1,0,27,25,52,84.73,0.5021,0.0054
Artedidraco Loennbergi,1,0,107,25,132,511.81,0.5645,0.0069
Artedidraco Skottsbergi,1,0,108,25,133,359.58,0.5632,0.006
Dolloidraco Longedorsalis,1,0,140,26,166,807.98,0.5918,0.0078
Pogonophryne Marmorata,1,0,44,25,69,182.56,0.5259,0.0024
Pogonophryne Phyllopogon,1,0,77,25,102,190.34,0.5433,0.0049
Pogonophryne Permitini,1,0,78,25,103,211.23,0.5439,0.0049
Pogonophryne Scotti,1,0,78,25,103,211.23,0.5439,0.0049
Pogonophryne Barsukovi,1,0,78,25,103,211.23,0.5439,0.0049
Cygnodraco Mawsoni,1,0,59,25,84,186.45,0.5253,0.0037
Gerlachea Australis,1,0,47,25,72,99.03,0.5162,0.0025
Gymnodraco Acuticeps,1,0,36,25,61,148.53,0.5113,0.0013
Prionodraco Evansii,1,0,36,25,61,236.99,0.5113,0.0017
Racovitzia Glacialis,1,0,28,25,53,130.25,0.5069,0.0012
Chaenodraco Wilsoni,1,0,7,25,32,13.85,0.4902,0.0007
Chionodraco Hamatus,1,0,17,25,42,39.4,0.4995,0.0008
Chionodraco Myersi,1,0,12,25,37,33.77,0.4953,0.0008
Cryodraco Antarcticus,1,0,5,25,30,9.94,0.4892,0.0006
Dacodraco Hunteri,1,0,40,25,65,21.54,0.5005,0.0072
Pagetopsis Maculatus,1,0,12,25,37,33.77,0.4953,0.0008
Aethotaxis Mitopteryx,1,0,83,25,108,264.59,0.547,0.0052
Dissostichus Mawsoni,1,0,55,32,87,1608.46,0.5242,0.0058
Trematomus Eulepidotus,1,0,45,25,70,181.6,0.5265,0.0023
Trematomus Lepidorhinus,1,0,70,24,94,193.54,0.5384,0.0048
Trematomus Loennbergii,1,0,108,25,133,305.83,0.5579,0.0099
Trematomus Nicolai,1,0,87,25,112,214.56,0.5547,0.0045
Trematomus Pennellii,1,0,166,25,191,560.11,0.6139,0.0152
Trematomus Scotti,1,0,120,25,145,383.21,0.5754,0.0071
Pleuragramma Antarcticum,1,0,19,50,69,1948.35,0.469,0.0009
Notothenia Marmorata,1,0,18,26,44,185.16,0.5005,0.001
Notothenia Coriiceps,1,0,104,26,130,938.74,0.5547,0.0129
Trematomus Bernacchii,1,0,91,25,116,1596.26,0.5559,0.0089
Trematomus Hansoni,1,0,83,25,108,173.93,0.5508,0.0115
Macrourus Holotrachys,1,0,60,25,85,802.91,0.5225,0.0103
Macrourus Whitsoni,1,0,66,26,92,131.24,0.5277,0.0085
Electrona Antarctica,1,0,21,44,65,3696.18,0.5124,0.0009
Harpagifer Antarcticus,1,0,51,26,77,496.49,0.5225,0.0045
Bathylagus Antarcticus,1,0,19,42,61,276.73,0.4713,0.0009
Notolepis Coatsi,1,0,16,42,58,1455.04,0.4843,0.001
Gymnoscopelus Braueri,1,0,30,32,62,186.87,0.4622,0.0012
Gymnoscopelus Opisthopterus,1,0,22,32,54,129.39,0.4556,0.0011
Gymnoscopelus Nicholsi,1,0,27,32,59,2222.1,0.4857,0.0011
Protomyctophum Bolini,1,0,19,42,61,127.49,0.4658,0.0009
Pagetopsis Macropterus,1,0,51,25,76,34.45,0.5185,0.0073
Muraenolepis Marmoratus,1,0,11,25,36,22.17,0.4958,0.0007
Muraenolepis Microps,1,0,62,26,88,899.72,0.5277,0.0036
Eusirus Antarcticus,1,0,5,48,53,8.8,0.5091,0.0006
Eusirus Perdentatus,1,0,65,48,113,80.48,0.5396,0.0037
Alexandrella Mixta,1,0,11,48,59,121.72,0.5005,0.0027
Tryphosella Murrayi,1,0,47,49,96,129.18,0.5312,0.0027
Waldeckia Obesa,1,0,150,44,194,482.02,0.5846,0.0077
Parschisturella Ceruviata,1,0,0,44,44,0.0,0.4933,0.0005
Paramoera Walkeri,1,0,11,49,60,123.75,0.5053,0.0027
Epimeriella Walkeri,1,0,166,49,215,382.76,0.6171,0.004
Cyllopus Lucasii,1,0,82,81,163,655.72,0.5933,0.0012
Hyperiella Dilatata,1,0,70,58,128,196.03,0.5585,0.001
Vibilia Antarctica,1,0,17,73,90,93.34,0.539,0.0007
Vibilia Stebbingi,1,0,17,72,89,89.71,0.5384,0.0007
Hyperia Macrocephala,1,0,9,49,58,683.35,0.5118,0.0032
Epimeria Similis,1,0,109,49,158,308.24,0.5733,0.0016
Epimeria Robusta,1,0,31,57,88,161.98,0.5445,0.001
Epimeria Macrodonta,1,0,145,51,196,762.23,0.6131,0.0067
Epimeria Rubrieques,1,0,35,48,83,127.26,0.5342,0.0011
Epimeria Georgiana,1,0,90,48,138,221.38,0.5699,0.0014
