Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Phtisica Marina,1,0,0,15,15,0.0,0.4568,0.0011
Themisto Gracilipes,1,0,0,15,15,0.0,0.4568,0.0011
Sprattus Sprattus,1,0,15,18,33,44.9,0.473,0.0014
Clupea Harengus,1,0,26,24,50,1377.28,0.4883,0.0021
Glycimeris Glycimeris,1,0,0,8,8,0.0,0.4017,0.0011
Mytilus Galloprovincialis,1,0,0,8,8,0.0,0.4017,0.0011
Thyasira Flexuosa,1,0,0,9,9,0.0,0.4086,0.0011
Philine Aperta,1,0,0,8,8,0.0,0.4017,0.0011
Cetorhinus Maximus,1,0,16,0,16,0.0,0.3763,0.0016
Hippocampus Hippocampus,1,0,20,0,20,0.0,0.395,0.0016
Syngnathus Rostellatus,1,0,13,2,15,3.02,0.3859,0.0013
Syngnathus Acus,1,0,18,1,19,0.91,0.4066,0.0015
Galathea Squamifera,1,0,0,8,8,0.0,0.4237,0.0011
Salmo Salar,1,0,11,1,12,5.01,0.3854,0.0026
Gasterosteus Aculeatus,1,0,0,1,1,0.0,0.2784,0.0011
Lutra Lutra,1,0,7,0,7,0.0,0.3819,0.0098
Halichoerus Grypus,1,0,13,0,13,0.0,0.4353,0.0255
Corvus Corone,1,0,21,0,21,0.0,0.4226,0.0083
Apodemus Sylvaticus,1,0,0,1,1,0.0,0.2973,0.0011
Sorex Minutus,1,0,0,1,1,0.0,0.2973,0.0011
Rattus Norvegicus,1,0,0,1,1,0.0,0.2973,0.0011
Rana Temporaria,1,0,0,1,1,0.0,0.2973,0.0011
Triturus Vulgaris,1,0,0,1,1,0.0,0.2973,0.0011
Larus Marinus,1,0,9,0,9,0.0,0.3859,0.0022
Larus Argentatus,1,0,10,0,10,0.0,0.3922,0.0024
Ardea Cinera,1,0,6,0,6,0.0,0.3647,0.0014
Phalacrocorax Aristotelis,1,0,14,0,14,0.0,0.4697,0.0137
Phalacrocorax Carbo,1,0,18,0,18,0.0,0.4488,0.0079
