Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Carinoma Tremaphorus,1,0,0,6,6,0.0,0.3609,0.0005
Ceriodaphnia Lacustris,1,0,0,21,21,0.0,0.4192,0.0005
Daphnia Lumholtzi,1,0,0,23,23,0.0,0.4211,0.0005
Diaphanosoma Brachyurum,1,0,0,22,22,0.0,0.4269,0.0005
Diaphanosoma Leuchtenbergia,1,0,0,21,21,0.0,0.4192,0.0005
Eubosmina Coregoni,1,0,0,21,21,0.0,0.4192,0.0005
Eubosmina Longispina,1,0,0,21,21,0.0,0.4192,0.0005
Lathonura Rectirostris,1,0,0,21,21,0.0,0.4192,0.0005
Latona Setifera,1,0,0,21,21,0.0,0.4192,0.0005
Monospilus Dispar,1,0,0,21,21,0.0,0.4192,0.0005
Pleuroxus Striatus,1,0,0,21,21,0.0,0.4192,0.0005
Podon Polyphemoides,1,0,0,22,22,0.0,0.4201,0.0005
Scapholeberis Kingi,1,0,0,21,21,0.0,0.4192,0.0005
Camptocercus Rectirostris,1,0,0,21,21,0.0,0.4192,0.0005
Leydigia Quadrangularis,1,0,0,21,21,0.0,0.4192,0.0005
Penilia Avirostris,1,0,0,21,21,0.0,0.4192,0.0005
Podon Intermedius,1,0,0,22,22,0.0,0.4201,0.0005
Simocephalus Sp.,1,0,0,21,21,0.0,0.4192,0.0005
Anchoa Mitchilli,1,0,77,18,95,7531.63,0.4428,0.0016
Aegathoa Medialis,1,0,2,20,22,9517.16,0.4075,0.0052
Morone Saxatilis,1,0,129,4,133,9693.75,0.4974,0.0217
Ilyanassa Trivittata,1,0,0,2,2,0.0,0.3345,0.0005
Malaclemys Terrapin,1,0,98,0,98,0.0,0.4421,0.0029
Limnoria Lignorum,1,0,0,19,19,0.0,0.3997,0.0005
Balanus Balanus,1,0,0,7,7,0.0,0.3503,0.0005
Balanus Eburneus,1,0,0,7,7,0.0,0.3503,0.0005
Chiridotea Almyra,1,0,0,20,20,0.0,0.4056,0.0005
Cyathura Polita,1,0,0,20,20,0.0,0.4056,0.0005
Balanus Subalbius,1,0,0,7,7,0.0,0.3503,0.0005
Chiridotea Coeca,1,0,0,19,19,0.0,0.3997,0.0005
Edotea Triloba,1,0,0,22,22,0.0,0.4118,0.0005
Idotea Balthica,1,0,0,21,21,0.0,0.4073,0.0005
Sphaeroma Quadridentatum,1,0,0,21,21,0.0,0.4075,0.0005
Aurelia Aurita,1,0,78,5,83,319.62,0.4631,0.0018
Siliqua Costata,1,0,0,1,1,0.0,0.3067,0.0005
Beroe Ovata,1,0,1,4,5,0.0,0.3736,0.0007
Ceriantheopsis Americanus,1,0,0,4,4,0.0,0.3645,0.0005
Chrysaora Quinquecirrha,1,0,78,3,81,716.91,0.4602,0.0018
Cyanea Capillata,1,0,65,5,70,1120.42,0.4545,0.0025
Diadumene Leucolena,1,0,0,3,3,0.0,0.3596,0.0005
Liriope Tetraphylla,1,0,96,4,100,814.2,0.4606,0.002
Nemopsis Bachei,1,0,96,4,100,814.2,0.4606,0.002
Rhopilema Verrilli,1,0,98,3,101,791.12,0.4624,0.0021
Balanus Improvisus,1,0,0,7,7,0.0,0.3561,0.0005
Semibalanus Balanoides,1,0,0,5,5,0.0,0.3413,0.0005
Gobiosoma Bosc,1,0,0,9,9,0.0,0.3919,0.0005
Clupea Harengus,1,0,0,4,4,0.0,0.3587,0.0005
Calanus Finmarchicus,1,0,0,1,1,0.0,0.3126,0.0005
Syncleithrium Fusiformis,1,0,2,0,2,0.0,0.262,0.0042
Micropterus Dolomieu,1,0,0,1,1,0.0,0.2077,0.0005
Asterias Forbesi,1,0,59,1,60,61.0,0.388,0.002
Tursiops Truncatus,1,0,56,0,56,0.0,0.4657,0.0732
Acipenser Oxyrhynchus,1,0,67,1,68,7.1,0.3592,0.0014
Acipenser Brevirostrum,1,0,65,1,66,6.7,0.3583,0.0013
Alosa Sapidissima,1,0,97,5,102,219.93,0.4613,0.0024
Alosa Mediocris,1,0,94,2,96,13.76,0.4275,0.0016
Ameiurus Natalis,1,0,105,1,106,12.56,0.4559,0.0027
Ameiurus Catus,1,0,105,1,106,12.56,0.4559,0.0027
Ameiurus Nebulosus,1,0,105,4,109,505.58,0.4624,0.0027
Anguilla Rostrata,1,0,31,2,33,29.26,0.4361,0.0027
Apeltes Quadracus,1,0,32,3,35,113.52,0.3935,0.001
Astroscopus Guttatus,1,0,1,2,3,0.42,0.3552,0.0006
Brevoortia Tyrannus,1,0,0,9,9,0.0,0.3795,0.0005
Carcharhinus Plumbeus,1,0,12,1,13,2.82,0.3935,0.0044
Centropristis Striata,1,0,78,3,81,37.93,0.4441,0.0019
Chasmodes Bosquianus,1,0,98,2,100,103.03,0.4263,0.0024
Cynoscion Regalis,1,0,63,6,69,2250.11,0.4229,0.0164
Cynoscion Nebulosus,1,0,61,1,62,7.2,0.4025,0.0019
Gobiesox Strumosus,1,0,0,2,2,0.0,0.3466,0.0005
Gobiosoma Ginsburgi,1,0,0,3,3,0.0,0.3581,0.0005
Hippocampus Erectus,1,0,122,3,125,66.98,0.4613,0.0017
Hyporhamphus Meeki,1,0,0,1,1,0.0,0.3179,0.0005
Hypsoblennius Hentz,1,0,33,1,34,1.78,0.3572,0.0008
Ictalurus Furcatus,1,0,0,1,1,0.0,0.3179,0.0005
Ictalurus Punctatus,1,0,0,1,1,0.0,0.3179,0.0005
Leiostomus Xanthurus,1,0,95,3,98,118.06,0.4475,0.002
Lepisosteus Osseus,1,0,59,1,60,4.39,0.4323,0.0012
Lepomis Macrochirus,1,0,62,3,65,249.35,0.4448,0.0017
Micropogonias Undulatus,1,0,108,9,117,1183.05,0.4859,0.0021
Morone Americana,1,0,115,3,118,297.0,0.476,0.0026
Opsanus Tau,1,0,0,3,3,0.0,0.3505,0.0005
Paralichthys Dentatus,1,0,6,3,9,7.16,0.3946,0.0012
Pogonias Cromis,1,0,0,1,1,0.0,0.3179,0.0005
Pomatomus Saltatrix,1,0,58,2,60,79.17,0.4444,0.0087
Prionotus Evolans,1,0,0,4,4,0.0,0.3661,0.0005
Rachycentron Canadum,1,0,23,1,24,8.36,0.4183,0.0149
Rhinoptera Bonasus,1,0,0,2,2,0.0,0.3221,0.0005
Sciaenops Ocellatus,1,0,37,1,38,15.54,0.4272,0.0109
Scomber Japonicus,1,0,88,3,91,73.62,0.4479,0.0014
Scomberomorus Cavalla,1,0,4,1,5,1.5,0.3529,0.0012
Scomberomorus Maculatus,1,0,2,2,4,0.0,0.3421,0.0006
Selene Vomer,1,0,83,3,86,51.83,0.4472,0.0019
Sphoeroides Maculatus,1,0,135,1,136,14.95,0.4668,0.0031
Strongylura Marina,1,0,97,1,98,9.55,0.4713,0.0019
Syngnathus Floridae,1,0,151,2,153,60.41,0.4779,0.0037
Syngnathus Fuscus,1,0,67,6,73,391.9,0.4559,0.0018
Tautoga Onitis,1,0,50,2,52,22.02,0.3938,0.0016
Trinectes Maculatus,1,0,20,4,24,11.7,0.3701,0.0007
Alosa Aestivalis,1,0,138,2,140,1036.67,0.4895,0.0026
Alosa Pseudoharengus,1,0,76,3,79,85.65,0.4401,0.0016
Anchoa Hepsetus,1,0,113,3,116,365.73,0.4573,0.0022
Aluterus Schoepfi,1,0,142,0,142,0.0,0.4496,0.0025
Heterosigma Akashiwo,1,0,0,1,1,0.0,0.3196,0.0005
Ammodytes Americanus,1,0,156,4,160,564.99,0.4695,0.0038
Thalassionema Proschkinae,1,0,0,1,1,0.0,0.3196,0.0005
Bairdiella Chrysoura,1,0,36,1,37,3.44,0.3685,0.0009
Caranx Crysos,1,0,141,0,141,0.0,0.4842,0.0056
Caranx Hippos,1,0,48,0,48,0.0,0.418,0.0015
Etrumeus Teres,1,0,81,2,83,93.52,0.4121,0.0014
Raja Eglanteria,1,0,3,3,6,7.5,0.3935,0.0013
Carcharhinus Obscurus,1,0,1,0,1,0.0,0.3235,0.0006
Centrarchus Macropterus,1,0,50,0,50,0.0,0.3812,0.0009
Chaetodipterus Faber,1,0,92,0,92,0.0,0.383,0.0021
Chilomycterus Schoepfi,1,0,79,1,80,18.11,0.4332,0.0024
Leptogorgia Virgulata,1,0,0,1,1,0.0,0.3024,0.0005
Eucinostomus Gula,1,0,184,2,186,140.55,0.4891,0.0032
Lagodon Rhomboides,1,0,48,2,50,91.33,0.4067,0.002
Menidia Menidia,1,0,33,3,36,8.01,0.3819,0.0008
Menticirrhus Americanus,1,0,0,1,1,0.0,0.2974,0.0005
Menticirrhus Saxatilis,1,0,0,1,1,0.0,0.2974,0.0005
Opisthonema Oglinum,1,0,0,3,3,0.0,0.3136,0.0005
Orthopristis Chrysoptera,1,0,87,1,88,117.07,0.4384,0.0022
Peprilus Triacanthus,1,0,0,3,3,0.0,0.3252,0.0005
Synodus Foetens,1,0,13,2,15,765.49,0.3873,0.008
Urophycis Regius,1,0,83,3,86,1266.1,0.4475,0.0026
Cyprinella Spiloptera,1,0,26,1,27,63.1,0.3639,0.0012
Dasyatis Centroura,1,0,45,1,46,11.89,0.3912,0.0021
Diplectrum Bivittatum,1,0,48,2,50,45.56,0.4229,0.0015
Diplectrum Formosum,1,0,88,1,89,29.99,0.4431,0.0065
Microgobius Thalassinus,1,0,0,1,1,0.0,0.3072,0.0005
Monacanthus Hispidus,1,0,0,1,1,0.0,0.3072,0.0005
Prionotus Carolinus,1,0,47,1,48,15.92,0.4232,0.0023
Symphurus Plagiusa,1,0,118,2,120,58.43,0.4458,0.0016
Dorosoma Cepedianum,1,0,83,2,85,108.62,0.416,0.0012
Actinophrys Sol,1,0,0,1,1,0.0,0.291,0.0005
Dorosoma Petenense,1,0,77,0,77,0.0,0.4101,0.002
Elops Saurus,1,0,50,0,50,0.0,0.4198,0.0024
Mugil Cephalus,1,0,76,2,78,129.92,0.4282,0.0016
Engyophrys Senta,1,0,3,1,4,8.47,0.3741,0.0007
Enneacanthus Gloriosus,1,0,50,0,50,0.0,0.3812,0.0009
Erimyzon Oblongus,1,0,91,0,91,0.0,0.4078,0.0016
Etheostoma Olmstedi,1,0,91,1,92,0.5,0.4171,0.0016
Fistularia Tabacaria,1,0,47,0,47,0.0,0.4124,0.0015
Fundulus Heteroclitus,1,0,36,0,36,0.0,0.3616,0.0009
Gambusia Affinis,1,0,38,1,39,13.83,0.393,0.001
Gadus Morhua,1,0,105,2,107,48.33,0.4966,0.0191
Enchelyopus Cimbrius,1,0,0,1,1,0.0,0.332,0.0005
Glyptocephalus Cynoglossus,1,0,0,1,1,0.0,0.332,0.0005
Liparis Liparis,1,0,0,1,1,0.0,0.332,0.0005
Melanogrammus Aeglefinus,1,0,0,1,1,0.0,0.332,0.0005
Pandalus Borealis,1,0,0,1,1,0.0,0.332,0.0005
Pholis Gunnellus,1,0,0,1,1,0.0,0.332,0.0005
Sebastes Marinus,1,0,0,1,1,0.0,0.332,0.0005
Pollachius Virens,1,0,0,1,1,0.0,0.332,0.0005
Gasterosteus Aculeatus,1,0,168,1,169,0.0,0.5233,0.0259
Lepomis Auritus,1,0,14,0,14,0.0,0.3927,0.0009
Lophius Americanus,1,0,68,0,68,0.0,0.4448,0.0203
Myrophis Punctatus,1,0,0,2,2,0.0,0.3157,0.0005
Peprilus Alepidotus,1,0,0,1,1,0.0,0.308,0.0005
Prionotus Tribulus,1,0,0,1,1,0.0,0.308,0.0005
Squalus Acanthias,1,0,84,1,85,21.19,0.4375,0.0038
Lucania Parva,1,0,142,1,143,582.5,0.471,0.0025
Membras Martinica,1,0,83,0,83,0.0,0.403,0.0012
Menidia Beryllina,1,0,83,0,83,0.0,0.403,0.0012
Erichsonella Attenuata,1,0,0,1,1,0.0,0.3324,0.0005
Leucon Americanus,1,0,0,1,1,0.0,0.3324,0.0005
Cyprinodon Variegatus,1,0,0,2,2,0.0,0.3389,0.0005
Fundulus Majalis,1,0,0,1,1,0.0,0.3324,0.0005
Notropis Hudsonius,1,0,0,1,1,0.0,0.3324,0.0005
Molgula Manhattensis,1,0,0,2,2,0.0,0.3384,0.0005
Diastylis Quadrispinosa,1,0,0,1,1,0.0,0.2975,0.0005
Carcinus Maenas,1,0,0,2,2,0.0,0.3152,0.0005
Homarus Americanus,1,0,0,1,1,0.0,0.2975,0.0005
Pseudopleuronectes Americanus,1,0,106,0,106,0.0,0.4545,0.0034
Mustelus Canis,1,0,0,1,1,0.0,0.2951,0.0005
Ophidion Marginatum,1,0,0,1,1,0.0,0.2951,0.0005
Scophthalmus Aquosus,1,0,142,1,143,52.46,0.4555,0.0025
Bugula Neritina,1,0,0,1,1,0.0,0.2995,0.0005
Mellita Quinquiesperforata,1,0,0,1,1,0.0,0.2995,0.0005
Selar Crumenophthalmus,1,0,0,1,1,0.0,0.2609,0.0005
Mullus Auratus,1,0,140,2,142,161.22,0.4653,0.0031
Portunus Spinicarpus,1,0,0,1,1,0.0,0.2786,0.0005
Squatina Dumeril,1,0,19,0,19,0.0,0.386,0.0182
Rhomboplites Aurorubens,1,0,0,1,1,0.0,0.2786,0.0005
Syacium Papillosum,1,0,140,1,141,35.89,0.4613,0.0031
Synagrops Bellus,1,0,0,1,1,0.0,0.2786,0.0005
Trachurus Lathami,1,0,134,2,136,98.05,0.4229,0.0028
Upeneus Parvus,1,0,140,2,142,104.37,0.4624,0.0031
Haemulon Aurolineatum,1,0,0,1,1,0.0,0.2793,0.0005
Pristipomoides Aquilonaris,1,0,0,1,1,0.0,0.2793,0.0005
Trichiurus Lepturus,1,0,61,2,63,137.49,0.407,0.003
Trachinotus Falcatus,1,0,138,0,138,0.0,0.4602,0.003
Esox Lucius,1,0,7,0,7,0.0,0.3732,0.0057
Lota Lota,1,0,0,1,1,0.0,0.2719,0.0005
Esox Masquinongy,1,0,6,0,6,0.0,0.3703,0.0036
Pomoxis Nigromaculatus,1,0,0,1,1,0.0,0.2704,0.0005
Melanitta Perspicillata,1,0,2,0,2,0.0,0.299,0.0005
Cancer Borealis,1,0,129,0,129,0.0,0.4534,0.0037
Echinarachnius Parma,1,0,0,1,1,0.0,0.3121,0.0005
